Tahun,Tanaman,Bulan,Produksi,Suhu_Rata2_Nasional,Rata_Rata_Curah_Hujan_Nasional
2023,Gula Tebu,7,159.55,27.15494693109913,13.170141703519292
2023,Karet Kering,8,16.56,27.21415413850069,9.589920156000089
2023,Minyak Sawit,8,2766.1,27.21415413850069,9.589920156000089
2023,Kopi,8,0.7,27.21415413850069,9.589920156000089
2023,Teh,8,7.04,27.21415413850069,9.589920156000089
2023,Gula Tebu,8,153.72,27.21415413850069,9.589920156000089
2023,Karet Kering,9,15.86,27.413764202800337,10.421107803450225
2023,Minyak Sawit,9,2790.73,27.413764202800337,10.421107803450225
2023,Kopi,9,0.22,27.413764202800337,10.421107803450225
2023,Teh,9,4.6,27.413764202800337,10.421107803450225
2023,Gula Tebu,9,113.71,27.413764202800337,10.421107803450225
2023,Karet Kering,10,15.34,29.51040899934179,10.187306708020998
2023,Minyak Sawit,10,3048.47,29.51040899934179,10.187306708020998
2023,Kopi,10,0.05,29.51040899934179,10.187306708020998
2023,Teh,10,5.39,29.51040899934179,10.187306708020998
2023,Gula Tebu,10,32.32,29.51040899934179,10.187306708020998
2023,Karet Kering,11,15.39,27.87663726423383,12.92414562064511
2023,Minyak Sawit,11,3075.38,27.87663726423383,12.92414562064511
2023,Kopi,11,0.04,27.87663726423383,12.92414562064511
2023,Teh,11,4.95,27.87663726423383,12.92414562064511
2023,Gula Tebu,11,5.97,27.87663726423383,12.92414562064511
2023,Karet Kering,12,16.7,29.0957076826083,13.908570832138317
2023,Minyak Sawit,12,2923.64,29.0957076826083,13.908570832138317
2023,Kopi,12,0.02,29.0957076826083,13.908570832138317
2023,Teh,12,6.8,29.0957076826083,13.908570832138317
2023,Gula Tebu,12,0,29.0957076826083,13.908570832138317
2024,Karet Kering,1,16.74,28.736830353262967,14.582412771857776
2024,Minyak Sawit,1,1974.12,28.736830353262967,14.582412771857776
2024,Kopi,1,0.03,28.736830353262967,14.582412771857776
2024,Teh,1,6.9,28.736830353262967,14.582412771857776
2024,Gula Tebu,1,0.3,28.736830353262967,14.582412771857776
2024,Karet Kering,2,14.62,27.99755693708899,14.086417912567512
2024,Minyak Sawit,2,1869.77,27.99755693708899,14.086417912567512
2024,Kopi,2,0.03,27.99755693708899,14.086417912567512
2024,Teh,2,5.5,27.99755693708899,14.086417912567512
2024,Gula Tebu,2,6.8,27.99755693708899,14.086417912567512
2024,Karet Kering,3,15.02,28.948983161424984,15.421061912364715
2024,Minyak Sawit,3,2068.45,28.948983161424984,15.421061912364715
2024,Kopi,3,0.01,28.948983161424984,15.421061912364715
2024,Teh,3,5.3,28.948983161424984,15.421061912364715
2024,Gula Tebu,3,21.2,28.948983161424984,15.421061912364715
2024,Karet Kering,4,13.53,37.31584104784028,14.816201347600783
2024,Minyak Sawit,4,2278.02,37.31584104784028,14.816201347600783
2024,Kopi,4,0.03,37.31584104784028,14.816201347600783
2024,Teh,4,5.9,37.31584104784028,14.816201347600783
2024,Gula Tebu,4,66.4,37.31584104784028,14.816201347600783
2024,Karet Kering,5,13.86,31.559981589836852,13.26059441981928
2024,Minyak Sawit,5,2417.21,31.559981589836852,13.26059441981928
2024,Kopi,5,0.37,31.559981589836852,13.26059441981928
2024,Teh,5,7.1,31.559981589836852,13.26059441981928
2024,Gula Tebu,5,85.12,31.559981589836852,13.26059441981928
2024,Karet Kering,6,16.42,28.59914451092756,13.368826527789851
2024,Minyak Sawit,6,2487.07,28.59914451092756,13.368826527789851
2024,Kopi,6,0.9,28.59914451092756,13.368826527789851
2024,Teh,6,6.8,28.59914451092756,13.368826527789851
2024,Gula Tebu,6,149.69,28.59914451092756,13.368826527789851
2024,Karet Kering,7,16.18,28.411897271530567,12.784351159114614
2024,Minyak Sawit,7,2672.73,28.411897271530567,12.784351159114614
2024,Kopi,7,0.99,28.411897271530567,12.784351159114614
2024,Teh,7,6.7,28.411897271530567,12.784351159114614
2024,Gula Tebu,7,146.36,28.411897271530567,12.784351159114614
2024,Karet Kering,8,15.24,29.23557575173491,11.864990910688606
2024,Minyak Sawit,8,2815.84,29.23557575173491,11.864990910688606
2024,Kopi,8,0.88,29.23557575173491,11.864990910688606
2024,Teh,8,7,29.23557575173491,11.864990910688606
2024,Gula Tebu,8,150.67,29.23557575173491,11.864990910688606
2024,Karet Kering,9,15.58,31.48985989601666,12.585026355548472
2024,Minyak Sawit,9,2833.76,31.48985989601666,12.585026355548472
2024,Kopi,9,0.29,31.48985989601666,12.585026355548472
2024,Teh,9,5.8,31.48985989601666,12.585026355548472
2024,Gula Tebu,9,118.43,31.48985989601666,12.585026355548472
2024,Karet Kering,10,14.89,33.405682609035004,13.642950431769137
2024,Minyak Sawit,10,3221.78,33.405682609035004,13.642950431769137
2024,Kopi,10,0.09,33.405682609035004,13.642950431769137
2024,Teh,10,6.08,33.405682609035004,13.642950431769137
2024,Gula Tebu,10,71.99,33.405682609035004,13.642950431769137
2024,Karet Kering,11,14.69,32.224784347178804,14.140305799576554
2024,Minyak Sawit,11,3239.06,32.224784347178804,14.140305799576554
2024,Kopi,11,0.05,32.224784347178804,14.140305799576554
2024,Teh,11,5.95,32.224784347178804,14.140305799576554
2024,Gula Tebu,11,30.43,32.224784347178804,14.140305799576554
2024,Karet Kering,12,15.67,28.459673832673182,16.11020563056034
2024,Minyak Sawit,12,3118.47,28.459673832673182,16.11020563056034
2024,Kopi,12,0.02,28.459673832673182,16.11020563056034
2024,Teh,12,6.74,28.459673832673182,16.11020563056034
2024,Gula Tebu,12,11.11,28.459673832673182,16.11020563056034
