Tahun,Bulan,Tanaman,Prediksi,Suhu_Nasional_Rata2_Tahunan,Total_RR_Nasional_Tahunan,Luas_Lahan,lag1,lag3,Skenario
2025,2,Minyak Sawit,1868.3874526574534,33.58536603661716,1219852.0033333336,10144.2,2008.7797740911979,3239.06,Optimistis
2025,3,Minyak Sawit,2051.7242834781214,33.58536603661716,1219852.0033333336,10144.2,1868.3874526574534,3118.47,Optimistis
2025,4,Minyak Sawit,2262.367316859942,33.58536603661716,1219852.0033333336,10144.2,2051.7242834781214,2008.7797740911979,Optimistis
2025,5,Minyak Sawit,2394.013578551752,33.58536603661716,1219852.0033333336,10144.2,2262.367316859942,1868.3874526574534,Optimistis
2025,6,Minyak Sawit,2423.436717598795,33.58536603661716,1219852.0033333336,10144.2,2394.013578551752,2051.7242834781214,Optimistis
2025,7,Minyak Sawit,2625.451780728597,33.58536603661716,1219852.0033333336,10144.2,2423.436717598795,2262.367316859942,Optimistis
2025,8,Minyak Sawit,2778.146777194144,33.58536603661716,1219852.0033333336,10144.2,2625.451780728597,2394.013578551752,Optimistis
2025,9,Minyak Sawit,2813.8686803212927,33.58536603661716,1219852.0033333336,10144.2,2778.146777194144,2423.436717598795,Optimistis
2025,10,Minyak Sawit,3153.355837579653,33.58536603661716,1219852.0033333336,10144.2,2813.8686803212927,2625.451780728597,Optimistis
2025,11,Minyak Sawit,3218.827550866085,33.58536603661716,1219852.0033333336,10144.2,3153.355837579653,2778.146777194144,Optimistis
2025,12,Minyak Sawit,3149.2743881717324,33.58536603661716,1219852.0033333336,10144.2,3218.827550866085,2813.8686803212927,Optimistis
2026,1,Minyak Sawit,2002.6499397550995,36.943902640278885,1341837.2036666672,11158.619999999999,3149.2743881717324,3153.355837579653,Optimistis
2026,2,Minyak Sawit,1851.6315949315021,36.943902640278885,1341837.2036666672,11158.619999999999,2002.6499397550995,3218.827550866085,Optimistis
2026,3,Minyak Sawit,2054.106517206397,36.943902640278885,1341837.2036666672,11158.619999999999,1851.6315949315021,3149.2743881717324,Optimistis
2026,4,Minyak Sawit,2271.0223580855827,36.943902640278885,1341837.2036666672,11158.619999999999,2054.106517206397,2002.6499397550995,Optimistis
2026,5,Minyak Sawit,2380.16035030586,36.943902640278885,1341837.2036666672,11158.619999999999,2271.0223580855827,1851.6315949315021,Optimistis
2026,6,Minyak Sawit,2411.845501364673,36.943902640278885,1341837.2036666672,11158.619999999999,2380.16035030586,2054.106517206397,Optimistis
2026,7,Minyak Sawit,2612.894617805928,36.943902640278885,1341837.2036666672,11158.619999999999,2411.845501364673,2271.0223580855827,Optimistis
2026,8,Minyak Sawit,2780.5972340415856,36.943902640278885,1341837.2036666672,11158.619999999999,2612.894617805928,2380.16035030586,Optimistis
2026,9,Minyak Sawit,2803.5041923576846,36.943902640278885,1341837.2036666672,11158.619999999999,2780.5972340415856,2411.845501364673,Optimistis
2026,10,Minyak Sawit,3140.3038591462027,36.943902640278885,1341837.2036666672,11158.619999999999,2803.5041923576846,2612.894617805928,Optimistis
2026,11,Minyak Sawit,3209.514826338748,36.943902640278885,1341837.2036666672,11158.619999999999,3140.3038591462027,2780.5972340415856,Optimistis
2026,12,Minyak Sawit,3147.836709765275,36.943902640278885,1341837.2036666672,11158.619999999999,3209.514826338748,2803.5041923576846,Optimistis
2027,1,Minyak Sawit,2000.2211144955309,40.63829290430679,1476020.9240333338,12274.481999999998,3147.836709765275,3140.3038591462027,Optimistis
2027,2,Minyak Sawit,1847.3737769556305,40.63829290430679,1476020.9240333338,12274.481999999998,2000.2211144955309,3209.514826338748,Optimistis
2027,3,Minyak Sawit,2054.506268056393,40.63829290430679,1476020.9240333338,12274.481999999998,1847.3737769556305,3147.836709765275,Optimistis
2027,4,Minyak Sawit,2264.0766489278885,40.63829290430679,1476020.9240333338,12274.481999999998,2054.506268056393,2000.2211144955309,Optimistis
2027,5,Minyak Sawit,2388.6362865980855,40.63829290430679,1476020.9240333338,12274.481999999998,2264.0766489278885,1847.3737769556305,Optimistis
2027,6,Minyak Sawit,2411.9243022437977,40.63829290430679,1476020.9240333338,12274.481999999998,2388.6362865980855,2054.506268056393,Optimistis
2027,7,Minyak Sawit,2617.4481530408448,40.63829290430679,1476020.9240333338,12274.481999999998,2411.9243022437977,2264.0766489278885,Optimistis
2027,8,Minyak Sawit,2777.0312827244456,40.63829290430679,1476020.9240333338,12274.481999999998,2617.4481530408448,2388.6362865980855,Optimistis
2027,9,Minyak Sawit,2798.226754787293,40.63829290430679,1476020.9240333338,12274.481999999998,2777.0312827244456,2411.9243022437977,Optimistis
